processed_at,season,date,hydroseason,year,site,common_name,species_name,functional_grp,group,sampleID,d13C,C%,d15N,N%,d34S,S%,outlier,CN_molar_ratio,CS_molar_ratio,WSU_ID_CN,WSU_ID_S,WSU_ID_C,WSU_ID_N,S_outlier,comment 
FIU,wet19,43783,Wet,2019,TS11,Fringed Filefish,Monacanthus ciliatus,demersal_fish,Consumer,W19-TS11-Mci2,-13.79,38.28912727,6.82,10.68723077,10.5,1.32,,4.179815094,77.35177226,,S-31001,G-223964,N-10823,,
FIU,wet19,43783,Wet,2019,TS11,Fringed Filefish,Monacanthus ciliatus,demersal_fish,Consumer,W19-TS11-Mci3,-14.34,39.39936364,6.83,11.37563636,8.77,1.24,,4.04073432,84.72981428,,S-31000,G-223990,N-10822,,
FIU,wet19,43783,Wet,2019,TS11,Fringed Filefish,Monacanthus ciliatus,demersal_fish,Consumer,W19-TS11-Mci1,-13.63,38.14997,6.85,14.28963636,10.49,1.66,,3.11472575,61.28509237,,S-31030,G-223962,N-10852,,
FIU,wet19,43809,Wet,2019,RB10,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-RB10-Lpl3,-27.7,42.67607273,11.43,12.57803636,18.86,0.95,,3.958388265,119.7924849,G-223731,S-30826,0,0,,
FIU,wet19,43809,Wet,2019,RB10,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-RB10-Lpl2,-27.86,42.77061818,11.54,12.43963636,22.1,0.97,,4.011295274,117.5824555,G-223761,S-30850,0,0,,
FIU,wet19,43809,Wet,2019,RB10,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-RB10-Lpl5,-27.53,43.42773333,11.85,12.23301667,25.93,1.01,,4.141716655,114.6606821,G-223730,S-30825,0,0,,
FIU,wet19,43809,Wet,2019,RB10,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-RB10-Lpl4,-29.44,42.66693333,11.95,12.06151667,25.09,0.94,,4.127017377,121.0409456,G-223733,S-30827,0,0,,
FIU,wet19,43809,Wet,2019,RB10,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-RB10-Lpl1,-30.14,50.297075,12.42,13.5125,24.13,0.97,,4.34263984,138.2737457,G-223760,S-30849,0,0,,
ULL,dry19,,Dry,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,SRS-LEPPLA-1,-30.22,37.65343284,11.14,9.905029851,24.91,0.804475806,,4.435019949,124.8131435,G-214711,S-29850,,,,
ULL,dry19,,Dry,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,SRS-LEPPLA-3,-30.71,34.76035106,11.75,8.751148936,24.96,0.835623229,,4.634104984,110.9283063,G-214713,S-29852,,,,
ULL,dry19,,Dry,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,SRS-LEPPLA-2,-30.4,34.25038202,11.87,9.228505618,25.24,0.860752841,,4.329929533,106.1098468,G-214712,S-29851,,,,
ULL,dry19,,Dry,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,SRS-LEPPLA-3-dup,-30.81,46.70095522,12.15,12.0931194,25.12,0.814911168,x,4.505408899,152.8214184,G-214722,S-29861,,,,
FIU,wet19,43795,Wet,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-SRS3-Lpl1,-30.38,46.03096667,11.83,12.73977778,25.38,1.12,,4.215363515,109.5975397,G-223749,S-30838,0,0,,
FIU,wet19,43795,Wet,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-SRS3-Lpl2,-29.71,46.24386667,11.92,13.97383333,23.41,1,,3.86087171,123.3169778,G-224173,S-31158,0,0,,
FIU,wet19,43795,Wet,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-SRS3-Lpl3,-29.56,46.5735,12.01,13.35733333,23.99,1.29,,4.067859105,96.27596899,G-223842,S-30931,0,0,,
FIU,wet19,43795,Wet,2019,SRS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-SRS3-Lpl4,-30.61,51.26309,12.87,13.5398,22.66,1.32,,4.417121252,103.561798,G-223853,S-30942,0,0,,
FIU,wet19,11-*-19,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl2,-27,48.71827273,11.44,14.67472727,16.33,1.06,,3.873188497,122.5616924,G-223876,S-30965,0,0,,
FIU,wet19,11-*-19,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl2,-27,48.71827273,11.44,14.67472727,14.22,0.9,,3.873188497,122.5616924,G-223876,S-31301,,,,
FIU,wet19,11-*-19,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl4,-22.38,46.75339167,11.51,13.53366667,15.81,1.04,,4.030365528,101.3623668,G-224318,S-31303,,,,
FIU,wet19,11-*-19,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl3,-26.89,48.568025,11.57,14.44016667,15.94,0.95,,3.923964115,116.6799399,G-224317,S-31302,,,,
FIU,wet19,11-*-19,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl1,-23.03,48.70521111,12.48,14.78911111,22.83,0.9,,3.842201595,144.3117366,G-223822,S-30911,0,0,,
FIU,wet19,11-*-19,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl1,-23.03,48.70521111,12.48,14.78911111,19.94,1.26,,3.842201595,121.3837037,G-223822,S-31300,,,,
FIU,wet19,#N/A,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl1-rep,,,,,16.43,1.09,x,#N/A,#N/A,#N/A,S-30990,,,,
FIU,wet19,#N/A,Wet,2019,TS3,Gar,Lepisosteus platyrhincus,Predator,Consumer,W19-TS3-Lpl2-rep,,,,,18.76,1.05,x,#N/A,#N/A,#N/A,S-30998,,,,
ULL,dry19,,Dry,2019,SRS6,Gastropods,Gastropods,Gastropod,Consumer,SRS6 GD2,-25.76,34.004,-2.22,7.127,16.33,1.521,x,5.56634395,59.61691869,,,,,,
ULL,dry19,,Dry,2019,TS10,Gastropods,Gastropods,Gastropod,Consumer,TS10_GD3_d19,-12.08,18.92023188,4.84,4.509565217,,0.45,x,4.894840811,112.1198926,G-224536,S-31359,,,,
FIU,wet19,43783,Wet,2019,TS11,Giant Purple Barnacle,Megabalanus tintinnabulum,Sessile_filter_feeder,Consumer,W19-TS11-Mti2,-16.18,37.31159,8.25,8.0952,12.37,0.92,,5.377283864,108.1495362,G-224265,S-31250,0,0,,
FIU,wet19,43783,Wet,2019,TS11,Giant Purple Barnacle,Megabalanus tintinnabulum,Sessile_filter_feeder,Consumer,W19-TS11-Mti1,-17.02,39.80128,8.49,10.2486,15.91,1.15,,4.530845839,92.29282319,G-224249,S-31234,0,0,,
FIU,wet19,43795,Wet,2019,SRS3,Giant Water Bug,Belastoma sp.,Insect,Consumer,W19-SRS3-Bel2,-31.66,40.012,5.73,10.69025,23.45,0.51,,4.366658092,209.2130719,G-223896,S-30985,0,0,,
FIU,wet19,43795,Wet,2019,SRS3,Giant Water Bug,Belastoma sp.,Insect,Consumer,W19-SRS3-Bel1,-32.83,43.53719091,6.36,10.46509091,22.58,0.45,,4.853602308,257.9981684,G-223894,S-30983,0,0,,
ULL,dry19,,Dry,2019,RB10,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,RB10 TM1,-27.93,35.955,9.85,10.113,24.67,0.747,,4.147878968,128.3534137,,,,,,
ULL,dry19,,Dry,2019,SRS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,SRS-FUNCHR-2,-28.31,38.50933333,9.13,10.03630159,21.06,0.539294118,,4.47650513,190.4184602,G-214700,S-29839,,,,
ULL,dry19,,Dry,2019,SRS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,SRS-FUNCHR-3,-29.13,30.04610989,9.34,7.893406593,21.11,0.603977636,,4.440895633,132.6588187,G-214701,S-29840,,,,
ULL,dry19,,Dry,2019,SRS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,SRS-FUNCHR-1,-28.1,26.66152174,9.47,7.513108696,19.82,0.573669725,,4.140111631,123.9343619,G-214699,S-29838,,,,
FIU,wet19,43795,Wet,2019,SRS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-SRS3-Fch3,-29.23,49.81236667,9.97,14.69444444,21.59,1.06,,3.95485709,125.31413,G-224293,S-31278,,,,
FIU,wet19,43795,Wet,2019,SRS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-SRS3-Fch2,-29.94,44.09297778,10.54,13.18222222,21.73,1.05,,3.902362329,111.9821658,G-224268,S-31253,0,0,,
FIU,wet19,43760,Wet,2019,SRS6,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-SRS6-Fch2,-26.45,36.76223333,7.79,12.16475,0.06,1.03,,3.52570108,95.17730312,,S-31071,G-223940,N-10893,,
FIU,wet19,43760,Wet,2019,SRS6,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-SRS6-Fch1,-26.9,34.50966667,8.42,10.72846154,0.51,1.01,,3.752754077,91.11463147,,S-31052,G-223959,N-10874,,
ULL,dry19,,Dry,2019,TS11,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,TS11 TN1,-15.17,31.737,4.26,7.655,12.1,1.824,,4.836903984,46.39912281,,,,,,
FIU,wet19,11-*-19,Wet,2019,TS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-TS3-Fch2,-25.95,30.83267143,8.28,10.51028571,14.16,0.79,,3.42249973,104.076528,,S-31090,G-223949,N-10912,,
FIU,wet19,11-*-19,Wet,2019,TS3,Golden Topminnow,Fundulus chrysotus,Forage_fish,Consumer,W19-TS3-Fch1,-21.21,38.95259167,9.15,11.703,17.16,0.71,,3.883165879,146.3008138,G-224254,S-31239,0,0,,
FIU,wet19,43786,Wet,2019,TS10,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS10-Fca3,-11.14,39.94796364,6.84,12.23163636,4.33,1.2,,3.810279852,88.77325253,G-224269,S-31254,0,0,,
FIU,wet19,43786,Wet,2019,TS10,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS10-Fca2,-10.61,39.6243,7.12,12.034,4.69,1.16,,3.841478311,91.09034483,G-224252,S-31237,0,0,,
FIU,wet19,43786,Wet,2019,TS10,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS10-Fca1,-11.05,40.9522,7.53,12.47,4.88,1.26,,3.831400695,86.67132275,G-224261,S-31246,0,0,,
FIU,wet19,43786,Wet,2019,TS7,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS7-Fca1,-17.75,45.75258182,10.55,14.04945455,2,1.33,,3.799294267,91.73449989,G-224234,S-31219,0,0,,
FIU,wet19,43786,Wet,2019,TS7,Goldspotted Killifish,Floridichthys carpio,Forage_fish,Consumer,W19-TS7-Fca2,-17.16,42.95374546,10.83,13.01981818,2.99,1.2,,3.848955672,95.45276769,G-224233,S-31218,0,0,,
ULL,dry19,,Dry,2019,SRS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,SRS-ELECEL-1,-26.93,41.65219375,-3.72,1.451025,17.01,0.17911303,,33.48958567,620.1252732,G-214736,S-29875,,,,
ULL,dry19,,Dry,2019,SRS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,SRS-ELECEL-2,-26.52,40.80616197,-2.89,1.732901409,19.2,0.222438272,,27.47253174,489.1983333,G-214737,S-29876,,,,
ULL,dry19,,Dry,2019,SRS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,SRS-ELECEL-3,-27.65,39.65112338,-2.6,1.790337662,16.22,0.183840694,,25.83850238,575.1519248,G-214738,S-29877,,,,
FIU,wet19,43795,Wet,2019,SRS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,W19-SRS3-Ece2,-26.63,44.98974615,-4.36,0.812153846,17.34,0.11,,64.62819506,1090.660513,G-224302,S-31287,,,,
FIU,wet19,43795,Wet,2019,SRS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,W19-SRS3-Ece3,-26.72,44.02783846,0.11,1.120230769,18.63,0.14,,45.85288403,838.6254945,G-224304,S-31289,,,,
FIU,wet19,43795,Wet,2019,SRS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,W19-SRS3-Ece1,-26.53,42.644524,0.66,0.842,17.05,0.13,,59.08782027,874.7594667,G-224303,S-31288,,,,
ULL,dry19,,Dry,2019,TS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,TSL-ELECEL-3,-26.9,32.85271642,-5.6,1.096164179,10.76,0.196674383,,34.96571945,445.4430844,G-214762,S-29901,,,,
ULL,dry19,,Dry,2019,TS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,TSL-ELECEL-1,-27.73,39.62794268,-4.3,1.625388535,13.43,0.177905512,,28.44402972,593.9923537,G-214761,S-29900,,,,
ULL,dry19,,Dry,2019,TS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,TSL-ELECEL-2,-27.27,41.04479221,-1.38,1.514305195,10.94,0.201804207,,31.62215323,542.371147,G-214763,S-29902,,,,
FIU,wet19,43789,Wet,2019,TS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,W19-TS3-Ece3,-26.02,44.51942222,-5.18,0.920740741,8.33,0.38,,56.41037005,593.5922963,G-224310,S-31295,,,,
FIU,wet19,43789,Wet,2019,TS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,W19-TS3-Ece2,-25.6,41.583772,-4.96,0.82792,11.41,0.27,,58.59793297,583.6318877,G-224309,S-31294,,,,
FIU,wet19,43789,Wet,2019,TS3,Gulf Coast Spikerush,Eleocharis cellulosa,Producer,Source,W19-TS3-Ece1,-25.58,40.95327692,-3.72,1.460384615,10.45,0.31,,32.71660259,496.4033566,G-224308,S-31293,,,,
ULL,dry19,,Dry,2019,TS7,Gulf Pipefish,Syngnathus scovelli,demersal_fish,Consumer,TS7 PP1,-15.91,36.756,11.1,10.708,9.04,0.734,,4.004669406,133.5367847,,,,,,
FIU,wet19,43783,Wet,2019,TS10,Halimeda,Halimeda,Producer,Source,W19-TS10-Hal2,-15.88,10.01588571,2.59,1.36175,15.36,0.1,,8.58101707,166.9314285,,S-31314,G-224357,N-10931,,
FIU,wet19,43783,Wet,2019,TS10,Halimeda,Halimeda,Producer,Source,W19-TS10-Hal1,-15.51,9.964316667,2.69,1.2884,14.96,0.16,,9.022847028,166.0719445,,S-31317,G-224352,N-10934,,
FIU,wet19,43783,Wet,2019,TS10,Halimeda,Halimeda,Producer,Source,W19-TS10-Hal3,-19.53,13.7032,4.46,1.259666667,11.03,0.38,,12.69150569,96.16280702,,S-31061,G-224002,N-10883,,
FIU,wet19,43783,Wet,2019,TS11,Halimeda,Halimeda,Producer,Source,W19-TS11-Hal3,-27.12,9.539421053,1.25,0.742,9.51,0.03,,14.99908971,847.948538,,S-31015,G-223996,N-10837,,
FIU,wet19,43783,Wet,2019,TS11,Halimeda,Halimeda,Producer,Source,W19-TS11-Hal1,-28.15,10.12126111,2.26,0.763894737,6.25,0.11,,15.45780772,245.3639057,,S-31043,G-223978,N-10865,,
FIU,wet19,43783,Wet,2019,TS11,Halimeda,Halimeda,Producer,Source,W19-TS11-Hal2,-25.6,8.602627778,2.26,0.818,16.06,0.28,,12.26943652,81.92978836,,S-31063,G-223982,N-10885,,
FIU,wet19,43760,Wet,2019,RB10,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-RB10-Rha1,-31.13,25.26788182,9.34,5.2495,19.36,0.28,,5.61561967,240.6464935,,S-31038,G-223924,N-10860,,
FIU,wet19,43760,Wet,2019,RB10,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-RB10-Rha2,,,9.58,4.803777778,16.82,0.35,,#N/A,#N/A,,S-31013,#N/A,N-10835,,
ULL,dry19,,Dry,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,SRS4 MD3,-30.87,25.063,5.87,4.688,0.76,0.425,,6.237236917,157.2580392,,,,,,
ULL,dry19,,Dry,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,SRS4 NC2,-28.55,26.312,6.53,5.232,4.49,0.399,,5.867227319,175.8529657,,,,,,
ULL,dry19,,Dry,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,SRS4_MD3_d19,-31.32,28.19565217,6.61,5.677101449,3.04,0.55,,5.79431737,136.7061924,G-224585,S-31398,,,,
ULL,dry19,,Dry,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,SRS4 NC3,-27.55,20.56,6.99,3.579,3.81,0.381,,6.702058303,143.9020122,,,,,,
ULL,dry19,,Dry,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,SRS4 NC1,-10.51,18.189,7.21,2.105,12.5,0.387,,10.08099762,125.3333333,,,,,,
ULL,dry19,,Dry,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,SRS4 MD2,-25,24.328,7.34,4.548,10.76,0.487,,6.240691879,133.2128679,,,,,,
ULL,dry19,,Dry,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,SRS4 MD2 dup,-28.98,28.985,7.8,5.671,4.29,0.543,x,5.962940105,142.3449969,,,,,,
FIU,wet19,43760,Wet,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-SRS4-Rha1,-31.55,26.1825375,5.92,5.787076923,4.11,0.39,,5.27836318,179.0258974,,S-31029,G-223923,N-10851,,
FIU,wet19,43760,Wet,2019,SRS4,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-SRS4-Rha2,-32.32,20.20922727,6.28,5.392444444,3.19,0.38,,4.372308711,141.8191387,,S-31054,G-223941,N-10876,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD4,-13.57,22.243,3.44,3.427,15.4,0.495,,7.572269235,119.8276094,,,,,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD5,-14.65,22.558,3.93,3.937,15.21,0.567,,6.684700703,106.0928865,,,,,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD2,-16.04,24.517,4.08,4.662,14.67,0.628,,6.135385385,104.1061571,,,,,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD3,-14.67,24.46,4.39,4.266,13.44,0.654,,6.689326457,99.73496432,,,,,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD6,-16.34,24.321,4.92,4.929,14.54,0.602,,5.75664435,107.7342193,,,,,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD7,-17.6,32.744,5.53,7.688,13.29,0.725,,4.968955949,120.4377011,,,,,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD1,-15.76,26.379,5.62,5.425,14.74,0.857,,5.672903226,82.08168028,,,,,,
ULL,dry19,,Dry,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,TS11 MD3dup,-31.19,25.28,6.14,5.039,14.29,0.797,x,5.853013164,84.58385613,,,,,,
FIU,wet19,43783,Wet,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-TS11-Rha2,-19.29,17.18415,3.48,4.1526,13.38,0.36,,4.827860858,127.29,,S-31021,G-223931,N-10843,,
FIU,wet19,43783,Wet,2019,TS11,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-TS11-Rha3,-19.44,19.41831818,3.64,4.239833333,14.22,0.66,,5.34330073,78.45785123,,S-31018,G-223938,N-10840,,
FIU,wet19,43786,Wet,2019,TS7,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-TS7-Rha1,-24.13,18.120875,7.8,5.36325,4.72,0.31,,3.941830202,155.8784946,,S-31024,G-224005,N-10846,,
FIU,wet19,43786,Wet,2019,TS7,Harris Mud Crab,Rhithropanopeus harrisii,Crab,Consumer,W19-TS7-Rha2,-23.32,19.76026667,8.18,5.7765,4.13,0.37,,3.990936458,142.4163364,,S-31025,G-223981,N-10847,,
ULL,dry19,,Dry,2019,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10 HC2,-14.63,34.262,5.17,6.982,9.78,0.826,,5.725054903,110.6117837,,,,,,
ULL,dry19,,Dry,2019,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10_HC4_d19,-16.29,41.18050704,5.83,5.681126761,11.87,1.24,,8.456759884,88.5602302,G-224563,S-31380,,,,
ULL,dry19,,Dry,2019,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10_HC5_d19,-15.42,42.97162264,6.75,6.468301887,10.77,0.92,,7.750652432,124.5554279,G-224555,S-31374,,,,
ULL,dry19,,Dry,2019,TS10,Hermit crab,Paguroidea,Crab,Consumer,TS10 HC1,-14.91,25.257,10.21,4.714,14.13,0.674,,6.250848536,99.92878338,,,,,,
FIU,wet19,43786,Wet,2019,TS10,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS10-Pag3,-13.31,23.07417778,3.72,6.089818182,10.18,0.39,,4.420472545,55.93740068,,S-31322,G-224349,N-10939,,
FIU,wet19,43786,Wet,2019,TS10,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS10-Pag2,-12.68,20.67863077,4.19,5.015636364,9.2,0.44,,4.809971753,87.52859585,,S-31321,G-224353,N-10938,,
FIU,wet19,43783,Wet,2019,TS10,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS10-Pag1,-14.44,25.7936875,5.25,4.106769231,10.48,0.52,,7.327569124,132.2753205,,S-31053,G-223998,N-10875,,
FIU,wet19,43783,Wet,2019,TS11,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS11-Pag2,-16.82,25.04976364,3.08,6.277333333,10.15,0.44,,4.655595409,50.22509001,,S-31328,G-224363,N-10947,,
FIU,wet19,43785,Wet,2019,TS9,Hermit Crab,Paguroidea,Crab,Consumer,W19-TS9-Pag1,-16.2,24.09048333,9.82,4.457333333,13.67,0.69,,6.305466023,93.10331722,G-224241,S-31226,0,0,,
ULL,dry19,,Dry,2019,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,RB10 HG2,-31.94,40.489,9.83,11.873,15.83,0.805,,3.978536736,134.1250518,,,,,,
ULL,dry19,,Dry,2019,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,RB10 HG3,-31.4,24.566,10.35,7.359,22.79,0.881,,3.894596186,74.3579266,,,,,,
ULL,dry19,,Dry,2019,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,RB10 HG1,-31.36,86.746,10.38,25.585,16.71,0.821,,3.955585955,281.7572067,,,,,,
FIU,wet19,43809,Wet,2019,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,W19-RB10-Tmac1,-30.87,42.23074444,9.31,12.93,14.9,1.05,,3.810456446,107.2526843,G-223778,S-30867,0,0,,
FIU,wet19,43809,Wet,2019,RB10,Hogchoker,Trinectes maculatus,demersal_fish,Consumer,W19-RB10-Tmac2,-31.49,47.84736,11.32,14.934,15.55,0.86,,3.737908129,148.363907,G-223773,S-30862,0,0,,
ULL,dry19,,Dry,2019,RB10,Isopod,Isopod,Benthic_invert,Consumer,RB10_IP2_d19,-25.08,32.38617582,7.69,6.982197802,8.12,0.74,x,5.411458235,116.7069399,G-224588,S-31401,,,,
ULL,dry19,,Dry,2019,RB10,Isopod,Isopod,Benthic_invert,Consumer,RB10 IP1,-24.78,28.628,7.88,6.445,11.49,0.596,x,5.18220843,128.0894855,,,,,,
ULL,dry19,,Dry,2019,SRS4,Isopod,Isopod,Benthic_invert,Consumer,SRS4 IP2,-30.04,26.151,7.36,5.018,9.52,0.593,x,6.080011957,117.5986509,,,,,,
ULL,dry19,,Dry,2019,SRS4,Isopod,Isopod,Benthic_invert,Consumer,SRS4_IP2_d19,-30.16,35.96385916,7.78,7.341690141,7.36,0.66,x,5.715010424,145.3085218,G-224586,S-31399,,,,
ULL,dry19,,Dry,2019,SRS4,Isopod,Isopod,Benthic_invert,Consumer,SRS4 IP1,-24.45,32.176,7.8,8.311,7.61,0.671,x,4.516744876,127.8728266,,,,,,
FIU,wet19,43761,Wet,2019,SRS4,Isopod,Isopod,Benthic_invert,Consumer,W19-SRS4-Iso2,-36.41,31.46692727,5.29,3.4738,10.12,0.28,x,10.56808542,48.22517589,,S-31330,G-224362,N-10949,,
FIU,wet19,43761,Wet,2019,SRS4,Isopod,Isopod,Benthic_invert,Consumer,W19-SRS4-Iso1,-36.51,25.26005,6.14,3.498,12.3,0.33,x,8.424830856,204.1216162,,S-31076,G-223977,N-10898,,
ULL,dry19,,Dry,2019,SRS6,Isopod,Isopod,Benthic_invert,Consumer,SRS6 IP1,-25.53,26.031,5.16,3.424,13.15,0.581,x,8.869596963,119.4767642,,,,,,
FIU,wet19,43760,Wet,2019,SRS6,Isopod,Isopod,Benthic_invert,Consumer,W19-SRS6-Iso2,-29.68,19.197925,5.78,3.170769231,11.09,0.5,x,7.063768296,102.3889333,,S-31070,G-223937,N-10892,,
FIU,wet19,43760,Wet,2019,SRS6,Isopod,Isopod,Benthic_invert,Consumer,W19-SRS6-Iso1,-29.66,20.6305,5.82,3.659666667,11.77,0.58,x,6.576805719,94.85287356,,S-31072,G-223939,N-10894,,
FIU,wet19,43783,Wet,2019,TS11,Isopod,Isopod,Benthic_invert,Consumer,W19-TS11-Iso1,-19.11,18.24286364,5.05,4.2385,17.7,0.69,x,5.021432326,70.50382083,,S-31055,G-223994,N-10877,,
FIU,wet19,43785,Wet,2019,TS7,Isopod,Isopod,Benthic_invert,Consumer,W19-TS7-Iso2,-25.08,21.02565,6.44,3.378,9.84,0.5,x,7.261671107,112.1368,,S-31079,G-223943,N-10901,,
FIU,wet19,43785,Wet,2019,TS7,Isopod,Isopod,Benthic_invert,Consumer,W19-TS7-Iso1,-20.72,25.03946667,9.07,5.87,5.4,0.68,x,4.976611774,98.19398694,,S-31089,G-223944,N-10911,,
FIU,wet19,43785,Wet,2019,TS9,Isopod,Isopod,Benthic_invert,Consumer,W19-TS9-Iso1,-23.75,19.58312857,8.41,3.01825,16.86,0.52,x,7.569612634,100.4263004,,S-31041,G-223986,N-10863,,
FIU,wet19,43783,Wet,2019,TS11,Ivory Cerith,Cerithium eburneum,Gastropod,Consumer,W19-TS11-Ceb2,-13.57,25.46535556,3.05,5.073555556,14.89,1.34,,5.855771393,50.6773245,G-224292,S-31277,,,,
FIU,wet19,43783,Wet,2019,TS11,Ivory Cerith,Cerithium eburneum,Gastropod,Consumer,W19-TS11-Ceb1,-13.83,29.69267143,3.07,6.196285714,9.42,1.09,,5.590679901,72.64262124,G-224283,S-31268,,,,
FIU,wet19,43809,Wet,2019,RB10,Largemouth Bass,Micropterus salmoides,Predator,Consumer,W19-RB10-Msa3,-29.31,49.19473333,11.91,14.97311111,22.92,1.06,,3.833128274,123.7603354,G-223764,S-30853,0,0,,
